App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Keyword,Match Type,Status,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,testimonial,broad,active,2.5,6402,784,0.122461,474,0.604591,2.5,4.135021,1960.0,1.334426,0.76827,9,271.32,0.138428,217.777777,0.018987
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,product rating,broad,active,4.5,5924,270,0.045577,185,0.685185,4.5,6.567567,1215.0,2.876941,0.029301,6,302.24,0.248757,202.5,0.032432
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,customer feedback,broad,active,5.0,5425,320,0.058986,185,0.578125,5.0,8.648648,1600.0,3.074101,0.051105,4,151.6,0.09475,400.0,0.021621
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,testimonial,exact,active,2.82,2714,337,0.12417,202,0.599406,2.82,4.704653,950.34,1.097641,0.915345,5,227.49,0.239377,190.068,0.024752
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,product rating,exact,active,3.0,490,42,0.085714,28,0.666666,3.0,4.5,126.0,2.297959,0.57043,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,feedback app,broad,active,3.0,415,10,0.024096,4,0.4,3.0,7.5,30.0,4.443373,0.005027,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,ratings,exact,active,5.0,342,124,0.362573,102,0.82258,5.0,6.078431,620.0,1.078947,0.936986,3,165.0,0.266129,206.666666,0.029411
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,star rating,broad,active,2.5,2,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.333333,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,product reviews,exact,paused,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,reviews importer,broad,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,product re,broad,paused,2.8,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,ratings,broad,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,free,broad,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,reviews free,broad,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,feedback,broad,active,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,free product reviews,broad,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,image carousel,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,buyer reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,reviews with images,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,import etsy reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,verified review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,import ebay reviews,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,testimonial app,broad,active,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,export reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,export amazon reviews,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,adding product reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,reviews in shopify,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,import amazon reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,get reviews,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,shopify reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,review plugin,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,amazon reviews,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,app for reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,product app,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,reviews for store,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,google review,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,adding reviews,broad,paused,3.76,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,store review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,pos review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,customer testimonial,broad,paused,2.33,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,customer review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,video review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,photo review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,dropshipper review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,dropshipping review,broad,paused,1.67,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,free product review,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,free review,broad,paused,2.45,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,best review,broad,paused,4.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,review importer,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,review import,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,import review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,shopify review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,product review,broad,paused,2.11,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,review app,broad,paused,4.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,reviews,broad,paused,4.05,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,buyer reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,reviews with images,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2025-08-21,2026-02-18,UTC,USD,import etsy reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
