App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Keyword,Match Type,Status,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loox,exact,active,3.0,16543,785,0.047452,561,0.714649,3.0,4.19786,2355.0,1.066674,0.948349,30,1298.98,0.551583,78.5,0.053475
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo,exact,active,2.5,12689,244,0.019229,171,0.700819,2.5,3.567251,610.0,1.898809,0.956721,2,106.59,0.174737,305.0,0.011695
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustpilot,exact,active,2.5,7806,488,0.062516,240,0.491803,2.5,5.083333,1220.0,1.109018,0.943893,13,605.41,0.496237,93.846153,0.054166
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo.io reviews,exact,active,3.0,4876,70,0.014356,44,0.628571,3.0,4.772727,210.0,2.21616,0.930711,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loox,broad,active,3.5,3519,153,0.043478,109,0.712418,3.5,4.912844,535.5,1.23842,0.796334,5,151.37,0.28267,107.1,0.045871
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,loox review,exact,active,2.0,2477,120,0.048445,83,0.691666,2.0,2.891566,240.0,1.266855,0.940751,5,182.69,0.761208,48.0,0.06024
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,okendo,exact,active,3.5,2041,74,0.036256,35,0.472972,3.5,7.4,259.0,1.266046,0.914017,9,392.26,1.514517,28.777777,0.257142
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,trustoo reviews,exact,active,2.0,1164,21,0.018041,17,0.809523,2.0,2.470588,42.0,1.842783,0.666285,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,rivo reviews,exact,active,2.0,692,35,0.050578,26,0.742857,2.0,2.692307,70.0,2.141618,0.881528,,,,,
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2025-08-21,2026-02-18,UTC,USD,yotpo reviews,exact,active,2.0,554,11,0.019855,7,0.636363,2.0,3.142857,22.0,2.942238,0.442845,1,75.0,3.40909,22.0,0.142857
